id,title,type,number,year,date,category,url,format,priority,status,local_path,size_bytes,sha256
notary_law_2014,قانون الكاتب بالعدل,قانون,15,2014,2014-06-28,كاتب عدل,https://archive.sana.sy/?p=11438,html,1,downloaded_html,content/legal_library/laws_decrees/markdown/2014_قانون_الكاتب_بالعدل_15.md,226523,b4c2058fff4002b4507d66e681c3bd1b7d06f6c5d5e3065905a3dae3294e3270
legal_profession_2010,قانون تنظيم مهنة المحاماة,قانون,30,2010,2010-07-11,محاماة ونقابة,https://www.homsbar.org/law/%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D9%85%D9%87%D9%86%D8%A9-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%85%D8%A7%D8%A9-%D8%B1%D9%82%D9%85-30-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-11-07-2010,html,1,downloaded_html,content/legal_library/laws_decrees/markdown/2010_قانون_تنظيم_مهنة_المحاماة_30.md,159823,9acc4f294e6e001ffb1585eb910d4c5d6225ea83f28285db8055070231283719
constitution_2012,دستور الجمهورية العربية السورية,دستور,,2012,2012,دستور,https://learningpartnership.org/sites/default/files/resources/pdfs/Syria-Constitution-2012-Arabic-1.pdf,pdf,1,downloaded,content/legal_library/laws_decrees/pdf/2012_دستور_الجمهورية_العربية_السورية_.pdf,179651,4c102e6963a3eced999c90e7dbc464f8ee7f0822640d03094e4dc7a939be01b3
personal_status_law,قانون الأحوال الشخصية السوري,قانون,59,1953,1953,أحوال شخصية,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%a3%d8%ad%d9%88%d8%a7%d9%84-%d8%a7%d9%84%d8%b4%d8%ae%d8%b5%d9%8a%d8%a9-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af-pdf/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/1953_قانون_الأحوال_الشخصية_السوري_59.md,224008,489b7d75541c3608418c209e4f7b9adbb5aaaefe2aa3625bc779b649c99d2ade
civil_status_law_2021,قانون الأحوال المدنية,قانون,13,2021,2021,أحوال مدنية,https://www.syrian-lawyer.club/wp-content/uploads/2021/03/قانون-الأحوال-المدنية-الجديد-رقم-13-لعام-2021.pdf,pdf,2,downloaded_pdf_from_page,content/legal_library/laws_decrees/pdf/2021_قانون_الأحوال_المدنية_13.pdf,255364,878d19cac6b76231395b8251e034a642f03ebfc2b5266aba7e47536e24b7b2ba
arbitration_law_2008,قانون التحكيم,قانون,4,2008,2008,تحكيم,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%aa%d8%ad%d9%83%d9%8a%d9%85-%d9%81%d9%8a-%d8%b3%d9%88%d8%b1%d9%8a%d8%a7-%d8%b1%d9%82%d9%85-4-%d9%84%d8%b9%d8%a7%d9%85-2008/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2008_قانون_التحكيم_4.md,65738,9ff714796a32f14dda8f0698b39fe9e41713354dcf07993407567b849e7516a9
cybercrime_law_2022,قانون جرائم المعلوماتية,قانون,20,2022,2022,جرائم معلوماتية,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%ac%d8%b1%d8%a7%d8%a6%d9%85-%d8%a7%d9%84%d9%85%d8%b9%d9%84%d9%88%d9%85%d8%a7%d8%aa%d9%8a%d8%a9-%d9%81%d9%8a-%d8%b3%d9%88%d8%b1%d9%8a%d8%a7-%d8%b1%d9%82%d9%85-20/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2022_قانون_جرائم_المعلوماتية_20.md,57856,c4b30ebe32646199904ffe4beee55d6a2b53997ad76a1124edcb07200698c03a
trademarks_law_2007,قانون العلامات الفارقة والمؤشرات الجغرافية والرسوم والنماذج الصناعية والمنافسة غير المشروعة,قانون,8,2007,2007,ملكية فكرية,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%b9%d9%84%d8%a7%d9%85%d8%a7%d8%aa-%d8%a7%d9%84%d9%81%d8%a7%d8%b1%d9%82%d8%a9-%d9%88%d8%a7%d9%84%d9%85%d8%a4%d8%b4%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d8%ac/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2007_قانون_العلامات_الفارقة_والمؤشرات_الجغرافية_والرسوم_والنماذج_الصناعية_والمنافسة_غير_ال.md,161774,d1d39dd5bb650a30b48ade11d845c6803200548a1e688f2ccb1a156915ec5a24
drugs_law_1993,قانون المخدرات,قانون,2,1993,1993,جزائي,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d9%85%d8%ae%d8%af%d8%b1%d8%a7%d8%aa-%d8%b1%d9%82%d9%85-2-%d9%84%d8%b9%d8%a7%d9%85-1993/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/1993_قانون_المخدرات_2.md,64322,f53c6c0d0617fa02a86a8e320c834e5933268c5493f44d3381d0fc500266bb7b
investment_law_2021,قانون الاستثمار,قانون,18,2021,2021,استثمار,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%a7%d8%b3%d8%aa%d8%ab%d9%85%d8%a7%d8%b1-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af-%d9%81%d9%8a-%d8%b3%d9%88%d8%b1%d9%8a%d8%a7/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2021_قانون_الاستثمار_18.md,68909,8f8395c5519e154946563edcf148c35d83a4b698a2ab6887d91b44aed12a66bd
consumer_protection_law_2021,قانون حماية المستهلك,قانون,8,2021,2021,حماية المستهلك,https://www.syrian-lawyer.club/wp-content/uploads/2021/04/قانون-حماية-المستهلك-رقم-8-لعام-2021.pdf,pdf,2,downloaded_pdf_from_page,content/legal_library/laws_decrees/pdf/2021_قانون_حماية_المستهلك_8.pdf,292280,87b8dafbf896a06ec4aff92057121c5db122408460635f7a45ae80fd4dae9d6d
local_administration_law_2011,قانون الإدارة المحلية,مرسوم تشريعي,107,2011,2011,إداري / إدارة محلية,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%a7%d8%af%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d9%85%d8%ad%d9%84%d9%8a%d8%a9-%d9%81%d9%8a-%d8%b3%d9%88%d8%b1%d9%8a%d8%a7-%d8%b1%d9%82%d9%85-107-%d9%84%d8%b9/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2011_قانون_الإدارة_المحلية_107.md,164671,0d6c0787159a097552b435380aec49f4d9aef7d6c4c49e31f4c11404c65c6760
experts_law_1979,قانون الخبراء,مرسوم تشريعي,42,1979,1979,خبرة,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%ae%d8%a8%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d9%85%d8%b1%d8%b3%d9%88%d9%85-%d8%a7%d9%84%d8%aa%d8%b4%d8%b1%d9%8a%d8%b9%d9%8a-42-%d9%84%d8%b9%d8%a7%d9%85-1979/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/1979_قانون_الخبراء_42.md,22952,9d3fcf033f3dc92cd672bb169ee5163d855e50c5ac4ab082374ed6e2b9894218
nationality_law,قانون الجنسية العربية السورية,قانون,,,,جنسية,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%ac%d9%86%d8%b3%d9%8a%d8%a9-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a7%d9%84%d8%b3%d9%88%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%aa%d8%b9%d9%84%d9%8a/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/_قانون_الجنسية_العربية_السورية_.md,57956,2dd88650984ef4b248a63d7fa5bd7442e42630e0c33cfb2cffde2242b119fe00
customs_law_2006,قانون الجمارك,قانون,38,2006,2006,جمارك,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d8%ac%d9%85%d8%a7%d8%b1%d9%83-%d9%85%d8%b9-%d8%a7%d9%84%d8%aa%d8%b9%d8%af%d9%8a%d9%84/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2006_قانون_الجمارك_38.md,363149,1ac10293ce0514d7df908cb1c7cb63f346e695365d8d7169dd28ad357336e82f
income_tax_law_2003,قانون ضريبة الدخل,قانون,24,2003,2003,ضرائب ورسوم,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%b6%d8%b1%d9%8a%d8%a8%d8%a9-%d8%a7%d9%84%d8%af%d8%ae%d9%84/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2003_قانون_ضريبة_الدخل_24.md,192463,917b4c7ee862fe0b9a61da766efa13092d51967b1f519a583249f333a95e55ce
basic_monetary_law_2002,قانون النقد الأساسي,قانون,23,2002,2002,مصارف / نقد,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d9%86%d9%82%d8%af-%d8%a7%d9%84%d8%a3%d8%b3%d8%a7%d8%b3%d9%8a-%d9%85%d8%b9-%d8%a7%d9%84%d8%aa%d8%b9%d8%af%d9%8a%d9%84/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2002_قانون_النقد_الأساسي_23.md,195125,10dafbd00799dd45927b451f80e06479b9a68a56a2ab189bd60feb23a1b9c69f
accounting_profession_law_2009,قانون تنظيم مهنة المحاسبة,قانون,33,2009,2009,مهن / محاسبة,https://www.syrian-lawyer.club/%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%aa%d9%86%d8%b8%d9%8a%d9%85-%d9%85%d9%87%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d8%ad%d8%a7%d8%b3%d8%a8%d8%a9-%d8%b1%d9%82%d9%85-33-%d9%84%d8%b9%d8%a7%d9%85-2009/,html,2,downloaded_html,content/legal_library/laws_decrees/markdown/2009_قانون_تنظيم_مهنة_المحاسبة_33.md,101150,1f908be0810c51af7e3b44253b00df7c61336ccb761d68695669f3b9936f98a7
bar_internal_rules,النظام الداخلي لنقابة المحامين وفروعها,نظام,,,,محاماة ونقابة,https://www.syrian-lawyer.club/wp-content/uploads/2019/11/النظام-الدلخلي-لنقابة-المحامين-في-سوريا-وفروعها.pdf,pdf,2,downloaded_pdf_from_page,content/legal_library/laws_decrees/pdf/_النظام_الداخلي_لنقابة_المحامين_وفروعها_.pdf,442449,5085562d7f4724a87d9e71d104418148c283ea3ea0f327de0a7c308694752d21
